ID_TA,meals,rest_coord,rub_max,rub_min
d4101183,"['Lunch', 'Dinner', 'Late Night']","[51.493419, 0.2242072]",,
d10293065,"['Lunch', 'Dinner', 'Drinks']","[40.4101994, 3.7117655]",1314.0,788.0
d1910984,,,,
d2000681,"['Lunch', 'Dinner']","[41.8996496, 12.4765971]",,
d11920734,"['Lunch', 'Dinner']","[50.8960921, 4.3876114]",,
d2502424,['Lunch'],"[48.8805379, 2.3184462]",,
d6625178,"['Lunch', 'Dinner', 'Breakfast']","[45.4820396, 9.212984]",,
d10696560,,"[47.3795952, 8.5405585]",3942.0,1971.0
d1342032,['Dinner'],"[52.6170735, 13.3155315]",,
d12872179,"['Lunch', 'Dinner']","[51.519897, 0.1218127]",,
d1039246,"['Lunch', 'Dinner']","[53.6109212, 10.0945037]",,
d1035119,"['Lunch', 'Dinner']","[48.8539499, 2.3817145]",,
d4874672,"['Lunch', 'Dinner']","[41.3772287, 2.1615825]",,
d10076842,,,,
d807728,,"[60.1917584, 24.9610988]",,
d953776,"['Lunch', 'Dinner']","[51.5820723, 0.0183532]",,
d7369521,"['Breakfast', 'Lunch', 'Dinner']","[48.866018, 2.3667734]",,
d1017266,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[51.5396661, 0.1439798]",2550.0,1020.0
d7053191,"['Breakfast', 'Lunch', 'Brunch']","[51.5264734, 0.1365488]",,
d5788974,['Dinner'],"[40.4949478, 3.6583247]",,
d8487573,,"[48.8443911, 2.3394651]",,
d716001,,"[53.3347979, 6.2434639]",,
d8799227,['Drinks'],"[60.1743764, 24.9191686]",,
d5823563,['Brunch'],"[52.5056801, 13.3207259]",,
d8629311,,"[41.894653, 12.4917171]",,
d959173,,"[53.5528316, 9.9765066]",2052.0,366.0
d1422232,['Dinner'],"[59.333681, 18.064644]",4318.0,4318.0
d719605,,,,
d10489033,,"[45.4471423, 9.1520411]",2189.0,876.0
d8333877,,"[48.8455684, 2.3933562]",,
d1045642,"['Lunch', 'Dinner', 'Late Night']","[59.9098453, 10.7401413]",,
d3452407,,"[51.514736, 0.1267663]",1465.0,293.0
d5961439,"['Lunch', 'Brunch']","[48.8577643, 2.351019]",,
d3314867,"['Breakfast', 'Lunch', 'Brunch']","[53.3241821, 6.2526431]",,
d4912085,,"[51.5240492, 0.0879381]",,
d1019713,,"[51.5088206, 0.0789883]",4794.0,4284.0
d8051555,,,,
d1356864,['Dinner'],"[52.4486334, 13.2909585]",,
d10451707,,"[59.3205967, 18.0558647]",,
d12146251,,,,
d7933499,,,,
d6180131,,"[45.4529747, 9.1662025]",,
d4767665,,,,
d4072140,"['Lunch', 'Dinner']","[46.2354008, 6.1391419]",,
d8822354,"['Lunch', 'Breakfast', 'Dinner']","[48.872666, 2.3897501]",2627.0,876.0
d3686426,"['Lunch', 'Brunch', 'Dinner']","[48.87949, 2.3563363]",,
d1205021,['Drinks'],"[41.3758607, 2.1892708]",4379.0,1751.0
d942109,['Breakfast'],"[41.4024459, 2.1386054]",2198.0,1612.0
d5616109,"['Lunch', 'Dinner']","[51.4483533, 0.0410091]",,
d2219219,"['Lunch', 'Dinner']","[45.4805661, 9.1881047]",,
d9561439,"['Lunch', 'Dinner']","[51.5218678, 0.1187361]",,
d4912273,,,,
d3340828,"['Breakfast', 'Lunch', 'Brunch', 'Drinks']","[41.8946436, 12.49092225]",,
d1592757,"['Breakfast', 'Lunch', 'Dinner']","[43.3821509, 22.91447275]",1319.0,293.0
d10215093,,"[55.680435, 12.533668]",3521.0,813.0
d6886467,,"[48.8786286, 2.3745425]",2189.0,963.0
d2462738,,,,
d3547654,"['Lunch', 'Dinner', 'Drinks']","[53.5774968, 10.032431]",,
d5778642,"['Lunch', 'Dinner']","[51.5061, 0.0999611]",,
d1593043,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night']","[48.8626408, 2.3380638]",,
d12330378,,"[52.2840458, 21.0246491]",,
d12172544,,,,
d7714741,['Lunch'],"[45.47107105, 9.24661525]",,
d1071508,,"[40.4299935, 3.6917842]",7006.0,2890.0
d5483441,"['Drinks', 'Lunch', 'Dinner']","[60.2131451, 25.0851999]",1751.0,876.0
d733356,"['Lunch', 'Dinner', 'Late Night']","[51.5555628, 0.1780841]",,
d12588631,"['Breakfast', 'Lunch', 'Dinner']","[46.2093001, 6.1266823]",,
d4332545,"['Lunch', 'Dinner']","[45.4641942, 9.2352849]",,
d3360503,"['Lunch', 'Dinner', 'Late Night']","[41.9044922, 12.4630754]",2711.0,879.0
d11670047,,"[51.49973175, 0.12569635]",,
d7992860,,"[40.4724396, 3.5786626]",,
d1014398,"['Late Night', 'Drinks']","[51.5052909, 0.1391288]",,
d719482,"['Lunch', 'Brunch', 'Breakfast', 'Dinner', 'Late Night', 'Drinks']","[48.8739146, 2.3893055]",,
d11890530,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[59.3270205, 18.043184]",864.0,864.0
d6896791,,,,
d7304204,"['Dinner', 'Lunch']","[55.6804322, 12.5482584]",,
d10399938,"['Lunch', 'Dinner', 'Drinks']","[48.8724211, 2.311311]",5254.0,2102.0
d9765558,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[52.3149231, 4.9535305]",,
d8298908,"['Lunch', 'Dinner']","[59.3368702, 18.0541073]",,
d4756608,"['Lunch', 'Dinner']","[53.5679586, 9.9641594]",,
d5489409,,,,
d7603804,,,,
d7153029,"['Lunch', 'Dinner']","[48.1684179, 11.4851909]",,
d9568780,,"[53.3488751, 6.405438]",,
d8602273,,"[41.8751741, 12.4453573]",2627.0,1751.0
d2510572,"['Lunch', 'Dinner', 'Drinks']","[60.1678433, 24.9388184]",1539.0,513.0
d7617630,"['Breakfast', 'Lunch', 'Dinner', 'Drinks']","[48.8412581, 2.2984629]",,
d801771,,"[41.9323752, 12.5590883]",3065.0,1314.0
d6022573,['Dinner'],"[52.3631756, 4.8846953]",1489.0,1226.0
d4598879,"['Lunch', 'Dinner']","[48.8477376, 2.3888858]",,
d7620204,"['Lunch', 'Dinner']","[51.5126612, 0.13886025]",,
d9563932,"['Lunch', 'Dinner']","[48.8801123, 2.36466]",,
d1010628,,"[41.8798859, 12.5077005]",3503.0,1314.0
d8570471,,"[50.0790464, 14.4251845]",836.0,234.0
d7002382,,"[41.4316732, 2.1604312]",,
d7007177,,,,
d1228063,"['Lunch', 'Dinner', 'Drinks']","[59.331897, 18.0582435]",,
d696924,,"[52.35942715, 4.88418925]",1664.0,175.0
d680331,,"[51.4974765, 0.1349484]",4080.0,1020.0
d5864007,"['Lunch', 'Dinner']","[53.3510766, 6.2635454]",,
d1039720,"['Dinner', 'Lunch']","[48.1175857, 11.5258223]",,
d8339828,,"[45.452336, 9.194395]",,
d4059880,['Lunch'],"[40.4580704, 3.6802287]",,
d1314795,,"[40.410681, 3.6995824]",9379.0,2345.0
d2454749,"['Lunch', 'Dinner']","[45.7670434, 4.8301251]",,
d8279232,"['Lunch', 'Dinner']","[48.833486, 2.3305834]",,
d950364,"['Late Night', 'Drinks']","[52.5336537, 13.4025479]",733.0,366.0
d4149369,,"[41.3857759, 2.1429921]",3065.0,1314.0
d786640,,,,
d1025140,"['Lunch', 'Dinner']","[47.3672928, 8.5456616]",5788.0,2345.0
d11910469,"['Lunch', 'Dinner']","[51.5491859, 0.1295346]",,
d3628421,"['Lunch', 'Dinner', 'Drinks']","[48.8759051, 2.3215517]",,
d3165679,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[51.497963, 0.0982704]",,
d11927814,,,,
d2559091,,"[59.9105172, 10.739551]",7821.0,1738.0
d7651488,,,,
d10459951,,"[59.3448511, 18.1132143]",,
d12952106,"['Lunch', 'Dinner']","[41.9217826, 12.509854]",,
d8853403,,"[41.3810811, 2.175063]",876.0,438.0
d10146980,"['Lunch', 'Dinner']","[53.3377853, 6.2526517]",2627.0,876.0
d10238230,,"[46.0535023, 14.49446535]",,
d13113374,"['Lunch', 'Dinner']","[50.08919265, 14.41749415]",,
d7251011,['Dinner'],"[51.4675011, 0.0494732]",,
d4271800,,,,
d782764,"['Lunch', 'Dinner']","[46.0655857, 14.5458814]",4323.0,1612.0
d5959183,['Dinner'],"[38.7129889, 9.1380909]",,
d3367097,"['Lunch', 'Dinner']","[50.8184622, 4.3799776]",,
d7940435,,"[41.9403933, 12.5284793]",876.0,350.0
d12699280,['Drinks'],"[52.5184917, 13.3412996]",1927.0,350.0
d2145925,,"[41.3999213, 2.1528844]",2189.0,788.0
d950235,,"[41.3910887, 2.1433887]",8757.0,1751.0
d13323744,,,,
d2259070,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[41.8886547, 12.4706396]",,
d1327108,"['Lunch', 'Dinner']","[48.8711097, 2.3291227]",2627.0,1489.0
d5817300,"['Breakfast', 'Lunch', 'Brunch']","[51.4703825, 0.2559615]",,
d1340328,,"[53.5684343, 9.9638334]",,
d9710386,,"[47.494946, 19.0211535]",,
d1998007,"['Lunch', 'Dinner', 'Late Night']","[48.8648241, 2.2907932]",,
d4767875,"['Lunch', 'Dinner']","[50.1369617, 14.5167785]",,
d12657791,['Late Night'],"[40.462986, 3.6901798]",,
d719010,"['Brunch', 'Lunch', 'Dinner', 'Drinks', 'Late Night']","[51.5085392, 0.1971338]",,
d6704204,"['Lunch', 'Dinner']","[41.4189069, 2.1802199]",,
d3912338,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[41.3847195, 2.1681367]",,
d2084646,,"[47.4241821, 8.5580658]",3942.0,1577.0
d12558218,,"[41.8642931, 12.6994591]",701.0,350.0
d8339819,,"[45.4492219, 9.1821241]",,
d2232667,"['Dinner', 'Late Night']","[41.8537273, 12.5610154]",,
d10371553,,"[48.8523383, 2.3451251]",1664.0,788.0
d8338362,,"[45.4663848, 9.1921476]",,
d10464379,,"[51.4997283, 0.2216797]",2040.0,1020.0
d8857219,,"[51.5396276, 0.1420015]",714.0,204.0
d4593775,"['Lunch', 'Dinner']","[51.5157844, 0.3019617]",,
d991047,,"[40.4361532, 3.6900977]",,
d5506953,"['Breakfast', 'Lunch', 'Dinner']","[51.5391979, 0.0509717]",,
d783715,"['Breakfast', 'Late Night']","[40.4187618, 3.6997785]",,
d6678643,"['Dinner', 'Breakfast', 'Lunch']","[41.3818409, 2.1742009]",,
d4155721,"['Lunch', 'Dinner']","[42.024785, 11.9421843]",,
d990954,,"[40.434919, 3.7130325]",5254.0,2627.0
d2007526,"['Breakfast', 'Lunch', 'Dinner']","[52.2302995, 21.0014321]",,
d2357955,"['Lunch', 'Dinner', 'Late Night']","[45.4410576, 9.2130014]",,
d3699271,,"[47.3728564, 8.5438742]",,
d2214161,"['Lunch', 'Dinner']","[55.7031798, 12.5860858]",,
d12705642,['Dinner'],"[52.3573724, 4.8887136]",,
d12301625,,"[41.3947842, 2.1680913]",,
d5504350,,"[51.5149636, 0.1478042]",,
d1516685,,"[48.8539056, 2.337244]",1576.0,876.0
d697460,,"[41.4246566, 2.1585136]",3664.0,1832.0
d3774341,"['Dinner', 'Lunch']","[50.848438, 4.3487827]",,
d4420171,,"[41.3831641, 2.1604736]",,
d3807459,,"[53.38358015, 6.38159185]",4379.0,1751.0
d6995382,,,,
d6872217,,,,
d5617147,,,,
d5850448,['Breakfast'],"[41.8483995, 12.4895434]",,
d3397327,['Lunch'],"[45.4656352, 9.1821152]",,
d12940499,"['Lunch', 'Dinner']","[45.4768899, 9.2100925]",,
d991497,"['Lunch', 'Dinner']","[40.4050602, 3.6833466]",,
d12817571,['Dinner'],"[41.88247475, 12.51289635]",,
d6864170,['Dinner'],"[52.3646586, 4.8969547]",,
d12276854,,,,
d12043663,,"[38.9208886, 9.2298951]",,
d2077217,"['Lunch', 'Dinner']","[45.4834507, 9.2263643]",,
d8494851,"['Late Night', 'Drinks']","[51.5104696, 0.1265824]",4080.0,1224.0
d12893108,,"[40.4038421, 3.6814087]",,
d5819999,"['Lunch', 'Dinner']","[53.5914268, 10.03050575]",,
d1341647,,,,
d5804128,,,,
d8395091,,,,
d12315202,"['Lunch', 'Dinner']","[38.7122062, 9.1514336]",1751.0,788.0
d12597445,"['Lunch', 'Dinner']","[48.8727657, 2.3801508]",,
d1633383,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[51.5107183, 0.0748315]",,
d2335615,"['Breakfast', 'Late Night']","[38.16861045, 23.9]",2711.0,147.0
d8672989,,"[51.5002439, 0.3154567]",,
d8574680,,,,
d945084,"['Lunch', 'Dinner']","[53.38675195, 6.1432432]",,
d12982665,"['Lunch', 'Dinner', 'Brunch']","[52.3419133, 4.9188026]",,
d7233403,"['Lunch', 'Dinner']","[38.7291219, 9.1646826]",,
d8587356,,"[48.2245845, 16.5016294]",3678.0,613.0
d2520445,"['Lunch', 'Dinner', 'Late Night']","[41.3874483, 2.1736739]",,
d1329035,"['Lunch', 'Dinner']","[45.7600308, 4.8908997]",,
d9837801,,,,
d10697713,,"[38.711005, 9.1394431]",1314.0,438.0
d5775823,,"[40.3898798, 3.6634369]",,
d1319799,['Dinner'],"[45.4508376, 9.1934051]",,
d1496205,"['Lunch', 'Dinner', 'Late Night']","[59.3359556, 18.0760444]",,
d1346219,"['Lunch', 'Dinner']","[53.5501892, 9.96502]",,
d4025783,"['Lunch', 'Dinner', 'Drinks']","[52.2344441, 21.0031145]",,
d8397171,"['Drinks', 'Breakfast', 'Lunch', 'Dinner', 'Late Night']","[46.205716, 6.1409019]",1577.0,552.0
d3844893,"['Lunch', 'Dinner']","[51.5156882, 0.0902844]",,
d7693479,,,,
d1998302,"['Lunch', 'Dinner', 'Late Night']","[40.4403068, 3.6975354]",,
d4832583,"['Lunch', 'Dinner']","[51.5110661, 0.1325675]",,
d3542792,,,,
d1036182,"['Breakfast', 'Lunch', 'Dinner']","[48.8601826, 2.3461149]",1758.0,1172.0
d10460928,,,,
d997633,"['Lunch', 'Dinner', 'Late Night']","[41.4022236, 2.1763229]",,
d10693510,,,,
d8299356,"['Lunch', 'Dinner']",,,
d1799517,,"[51.5300728, 0.0428844]",2711.0,1539.0
d13139796,,"[38.73451185, 9.14446105]",,
d5220232,['Dinner'],"[51.4441359, 0.0680906]",,
d1837404,"['Lunch', 'Dinner', 'Late Night']","[55.6765464, 12.5654751]",,
d10366272,,"[51.5467304, 0.161121]",1938.0,1020.0
d7653478,,"[48.2002824, 16.3611614]",,
d12514591,"['Lunch', 'Dinner']","[41.1420083, 8.6181934]",1576.0,876.0
d1341428,"['Breakfast', 'Lunch', 'Dinner']","[52.4884331, 13.3581056]",,
d7124471,"['Lunch', 'Dinner']","[50.0817497, 14.4289052]",,
d3339667,"['Breakfast', 'Lunch', 'Brunch']","[53.3245929, 6.2537116]",,
d691934,"['Lunch', 'Dinner']","[48.2088269, 16.3440116]",,
d3462289,,,,
d1785746,"['Lunch', 'Dinner']","[40.4380987, 3.6378947]",,
d718079,"['Lunch', 'Dinner']","[48.8663517, 2.3370229]",,
d865994,"['Dinner', 'Late Night', 'Drinks']","[55.6816132, 12.5832844]",7794.0,2364.0
d12030077,,,,
d3875686,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[50.8341133, 4.3450415]",,
d10813800,,,,
d12142690,,"[41.403491, 2.2103038]",,
d3654800,,"[59.3096809, 18.0671767]",,
d8528987,,"[46.1961167, 6.1903623]",,
d3862806,"['Lunch', 'Dinner', 'Late Night']","[52.511329, 13.307677]",,
d4768700,"['Lunch', 'Dinner']","[50.0900505, 14.4372616]",788.0,263.0
d12247125,"['Dinner', 'Lunch']","[50.8354733, 4.3428233]",,
d2287553,,"[48.8444085, 2.3478063]",2627.0,1489.0
d11810677,"['Lunch', 'Dinner']","[41.379599, 2.1242264]",2627.0,1051.0
d1081199,,"[45.4514824, 9.1817006]",2802.0,2189.0
d719829,"['Lunch', 'Dinner', 'Drinks', 'Late Night']","[48.8264052, 2.359522]",,
d8396727,,"[46.1978103, 6.1431119]",,
d1028678,['Lunch'],"[46.2235575, 6.1474616]",1465.0,733.0
d8006236,,"[50.0833189, 20.032092]",,
d3385070,['Lunch'],"[59.9308024, 10.7577002]",,
d11697238,,,,
d3175290,"['Lunch', 'Dinner']","[47.4876203, 19.0627288]",,
d941345,,"[48.1846187, 16.3471642]",1099.0,513.0
d7132107,"['Lunch', 'Dinner']","[46.2065925, 6.1435782]",,
d4049809,"['Dinner', 'Lunch', 'Late Night']","[53.2949544, 6.3759708]",,
d1336153,,"[48.8393327, 2.3503136]",2189.0,876.0
d1907253,,"[48.2138536, 16.3149398]",,
d8331716,['Dinner'],"[48.8299005, 2.3570191]",,
d12956951,,,,
d12253638,"['Breakfast', 'Lunch', 'Dinner']","[45.46105435, 9.20940115]",,
d12326312,"['Breakfast', 'Lunch', 'Dinner', 'Drinks']","[45.4768816, 9.1958102]",,
d1892490,"['Breakfast', 'Lunch', 'Dinner', 'Drinks']","[46.2154789, 6.131103]",2050.0,1498.0
d2054224,,"[48.17391, 11.5487867]",1051.0,438.0
d5930860,['Breakfast'],"[38.7386055, 9.1665029]",,
d3896907,"['Lunch', 'Dinner', 'Late Night']","[48.8513318, 2.3846753]",,
d4241797,['Dinner'],"[52.3759464, 4.9075279]",,
d793134,,"[49.4025316, 15.4322745]",33.0,17.0
d5978978,,"[50.8481706, 4.3494722]",,
d4924950,['Dinner'],"[51.5529096, 0.0048062]",,
d11955094,"['Late Night', 'Drinks', 'Dinner']","[41.8756684, 12.5214227]",1751.0,350.0
d8808483,,"[48.860962, 2.354498]",1314.0,876.0
d4768718,"['Lunch', 'Dinner']","[50.1167545, 14.4685224]",,
d1734318,,"[45.4739956, 9.1836699]",,
d9805140,"['Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[50.0639912, 19.9378917]",1128.0,306.0
d6839549,"['Lunch', 'Brunch']","[59.9221639, 10.7518306]",,
d788284,,"[48.8555476, 2.3613357]",1314.0,788.0
d3638181,"['Lunch', 'Dinner']","[50.0807179, 14.4276241]",,
d720536,"['Lunch', 'Dinner', 'Late Night']","[51.5184813, 0.1345385]",,
d1496214,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[59.3229506, 18.0722693]",2833.0,389.0
d4799400,"['Lunch', 'Dinner']","[48.8527448, 2.3447213]",,
d1034599,,"[41.8969047, 12.5127808]",1392.0,440.0
d12213430,"['Lunch', 'Dinner']","[48.8784199, 2.3429035]",5254.0,2802.0
d12322788,,"[50.0486669, 19.9449549]",936.0,229.0
d10233833,,"[40.4366917, 3.6435254]",2014.0,876.0
d10554549,,"[48.855454, 2.3902876]",,
d12290895,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Drinks']","[51.5218959, 0.1436757]",,
d5029563,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","[41.8316541, 12.4619293]",,
d7360792,,"[48.8904914, 2.3457395]",,
d5602680,,,,
d6732384,"['Lunch', 'Dinner']","[45.7682149, 4.8294188]",,
d12400697,,"[52.3726116, 4.8913796]",438.0,175.0
d1091302,,"[50.0780219, 14.4482815]",67.0,17.0
d9996252,,"[41.4160398, 2.201954]",,
d5809832,,,,
d2028019,,"[45.4711751, 9.2512725]",2189.0,1751.0
d1893400,,,,
d7291596,,,,
d7694103,"['Lunch', 'Dinner']",,,
d5503816,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[55.6784771, 12.5726268]",,
d5793239,"['Lunch', 'Dinner']","[48.1645979, 11.4694596]",,
d11979016,,"[50.8400744, 4.399978]",876.0,438.0
d4242216,,"[48.202621, 16.364005]",1751.0,788.0
d758333,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[50.0734245, 14.4279249]",,
d11641233,,,,
d10150630,,,,
d8339201,['Breakfast'],"[41.9217734, 12.4924966]",,
d12703747,,"[50.072498, 20.0360304]",229.0,96.0
d4910619,,"[51.578991, 0.081589]",,
d4215758,"['Breakfast', 'Lunch', 'Dinner']","[52.4896006, 13.3188792]",,
d4769809,,"[48.1443316, 17.1140297]",,
d13285917,,,,
d4465505,,"[48.8524304, 2.3545343]",,
d8655281,"['Lunch', 'Dinner']","[52.202046, 21.047496]",,
d12875825,,"[41.375972, 2.1202418]",,
d5616709,"['Drinks', 'Breakfast', 'Lunch', 'Dinner', 'Brunch']","[40.4739239, 3.6755552]",,
d7060364,,"[47.4315294, 8.5765874]",10991.0,2198.0
d7192701,"['Lunch', 'Dinner']","[48.8679611, 2.3418705]",,
d7134588,"['Dinner', 'Lunch', 'Brunch']","[59.9105024, 10.7285086]",1781.0,478.0
d7927478,"['Drinks', 'Breakfast', 'Lunch', 'Dinner']","[37.9802089, 23.7380973]",2189.0,876.0
d5852490,"['Lunch', 'Dinner']","[48.1562678, 11.5616379]",,
d5017904,"['Lunch', 'Dinner']","[48.8752271, 2.3456618]",,
d6622729,"['Lunch', 'Breakfast', 'Brunch']","[38.728652, 9.1433283]",,
d7123516,"['Lunch', 'Dinner']","[50.076095, 14.4244363]",,
d718201,,"[52.5032005, 13.3173424]",1978.0,953.0
d5220221,['Lunch'],"[51.5111795, 0.0795042]",,
d3437605,,"[50.0511613, 19.9428155]",,
d7075619,"['Lunch', 'Dinner']","[48.8323943, 2.3030633]",,
d2468909,"['Lunch', 'Dinner', 'Late Night']","[48.85340075, 2.33894915]",1664.0,1051.0
d1758274,,"[55.9654422, 3.1759166]",1122.0,612.0
d10860208,"['Lunch', 'Dinner']","[50.0994427, 14.4464004]",,
d2014401,"['Breakfast', 'Dinner']","[51.4960608, 0.1704114]",3570.0,2040.0
d813193,,"[55.6844665, 12.5595205]",2627.0,1314.0
d1039219,"['Lunch', 'Dinner']","[53.6264568, 10.0299228]",,
d801320,,"[53.5566608, 9.9626867]",1099.0,513.0
d10441268,"['Lunch', 'Dinner']","[40.4408254, 3.6992243]",,
d2463262,"['Lunch', 'Dinner']","[41.1471152, 8.6095798]",,
d5984601,"['Lunch', 'Dinner']","[41.8679933, 12.4929871]",2627.0,525.0
d7905903,,,,
d5608036,,"[53.4595309, 9.982205]",,
d2041740,"['Lunch', 'Dinner']","[48.1327924, 11.5759633]",,
d4183385,"['Lunch', 'Dinner']","[52.4815016, 13.3482676]",,
d2153299,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[37.9760008, 23.7238919]",,
d5977345,['Dinner'],"[38.7062661, 9.1580266]",,
d797044,,,,
d3494183,"['Breakfast', 'Lunch', 'Dinner']","[48.1911702, 16.4704118]",,
d11945896,"['Lunch', 'Dinner']","[50.87955015, 4.3733864]",,
d2700265,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","[41.3849501, 2.1712937]",,
d8595843,"['Lunch', 'Dinner']","[40.4087562, 3.731906]",525.0,175.0
d8433411,['Dinner'],"[50.0320692, 14.4909962]",,
d3682397,,"[52.3622017, 4.8675681]",1839.0,876.0
d11952970,['Breakfast'],"[52.5041196, 13.3307115]",,
d13078322,"['Lunch', 'Dinner', 'Brunch', 'Breakfast']","[51.5009447, 0.232236]",,
d1319360,"['Dinner', 'Lunch']","[47.3721885, 8.5104962]",,
d2435582,['Dinner'],"[52.5756874, 13.3487945]",,
d12186822,,,,
d2507587,,"[52.500063, 13.3139303]",,
d775212,,"[48.8486519, 2.3982745]",2627.0,876.0
d3192437,"['Lunch', 'Dinner', 'Late Night']","[40.4464331, 3.7042083]",,
d6511413,"['Lunch', 'Dinner']","[52.4773902, 13.2824559]",,
d6619098,,"[41.1406379, 8.6130974]",,
d5505709,"['Dinner', 'Lunch']","[52.4189324, 13.3135798]",,
d12428409,"['Lunch', 'Dinner', 'Breakfast', 'Drinks']","[53.3510949, 6.2513941]",1751.0,350.0
d9813895,,,,
d3536001,"['Lunch', 'Dinner', 'Drinks']","[47.5096664, 19.0252153]",,
d3701904,,,,
d7624324,['Dinner'],"[51.5793348, 0.0261817]",,
d1627154,"['Lunch', 'Dinner']","[41.1497021, 8.6743545]",1751.0,876.0
d1389760,,"[51.506416, 0.1134553]",1026.0,220.0
d2475472,"['Dinner', 'Brunch', 'Drinks', 'Lunch', 'Late Night']","[48.2144234, 16.3730642]",,
d6564847,,"[45.4580637, 9.2122073]",,
d968354,"['Lunch', 'Dinner', 'Late Night']","[41.3797828, 2.161421]",,
d8843591,['Dinner'],"[52.131843, 21.0662449]",,
d3197972,"['Lunch', 'Dinner']","[41.8356117, 12.5726094]",,
d4605663,,"[38.7138036, 9.1447981]",,
d3159270,"['Lunch', 'Dinner', 'Breakfast']","[48.8660099, 2.3313217]",,
d7296412,,"[47.41044, 8.5400807]",4966.0,1025.0
d2391940,,,,
d11305957,,"[52.3779074, 4.8864247]",,
d4827446,"['Breakfast', 'Lunch']","[44.4060866, 8.928227]",,
d778497,"['Dinner', 'Lunch']","[48.867469, 2.3769967]",,
d6873471,,,,
d3209267,,"[52.3639391, 4.9400332]",1832.0,366.0
d2005563,"['Dinner', 'Lunch']","[48.8575066, 2.3587675]",,
d4924379,,,,
d714987,"['Lunch', 'Dinner']","[48.8617612, 2.3623396]",,
d7820481,['Lunch'],"[48.8748157, 2.3310444]",806.0,586.0
d809974,"['Lunch', 'Dinner', 'Late Night']","[41.4038344, 2.15811965]",,
d9874540,,"[47.4864695, 19.229351]",2386.0,477.0
d8457840,"['Lunch', 'Dinner', 'Brunch']","[53.3303646, 6.2514877]",2277.0,525.0
d8297191,"['Lunch', 'Dinner']","[48.8735273, 2.3305647]",,
d7204621,"['Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[40.4157233, 3.7028903]",2627.0,1751.0
d7259659,"['Breakfast', 'Lunch']","[51.6322549, 0.0057579]",,
d8772400,,,,
d13087467,,"[60.1671285, 24.9265089]",1751.0,876.0
d8000724,"['Breakfast', 'Lunch', 'Dinner']","[38.70275615, 9.178497]",,
d6001559,['Brunch'],"[52.2200136, 21.017674]",,
d719556,,,,
d1909778,"['Lunch', 'Dinner']","[41.3823987, 2.1812136]",,
d5795158,"['Lunch', 'Dinner']","[40.3574482, 3.6857454]",,
d2322415,,,,
d929334,,,,
d1552207,,"[48.8648624, 2.373177]",2189.0,1401.0
d10719099,,,,
d5600142,['Dinner'],"[51.4776878, 0.1011207]",,
d6428110,"['Lunch', 'Dinner', 'Drinks']","[52.2976032, 21.0513312]",803.0,459.0
d868101,,"[55.6779426, 12.5778247]",2650.0,1048.0
d939402,"['Breakfast', 'Lunch', 'Dinner']","[47.4925565, 19.0656206]",659.0,293.0
d5775938,"['Lunch', 'Dinner']","[41.4010563, 2.1572457]",,
d2561004,"['Lunch', 'Dinner', 'Drinks']","[52.5966364, 13.3329759]",,
d6642608,['Lunch'],"[52.5193328, 13.3562407]",,
d9590757,"['Lunch', 'Dinner']","[48.873316, 2.3218941]",,
d5794831,"['Dinner', 'Lunch']","[41.4017177, 2.1352928]",1664.0,1051.0
d12360172,,"[51.503138, 0.2802549]",,
d2042988,"['Dinner', 'Late Night']","[41.860641, 12.4523968]",,
d7060520,"['Breakfast', 'Lunch']","[41.8550925, 12.5665124]",,
d10109320,,"[59.9141572, 10.746673]",,
d12243034,"['Lunch', 'Dinner', 'Drinks']","[40.4154105, 3.7012939]",1751.0,438.0
d4793803,"['Breakfast', 'Lunch', 'Dinner', 'Drinks']","[48.8299028, 2.3752718]",,
d4281796,['Dinner'],"[52.3527799, 4.8898976]",,
d8621329,"['Breakfast', 'Lunch']","[47.5043775, 19.0569183]",,
d3322801,['Lunch'],"[47.528524, 19.082592]",,
d3540020,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[50.8511722, 4.3500469]",2627.0,876.0
d719116,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night']","[48.8526699, 2.3534512]",2627.0,1751.0
d12705113,"['Lunch', 'Dinner']","[51.5294792, 0.1160226]",,
